id,text,label,reader_polarity,writer_polarity,user_id,split,text_orig,bertscore_p,bertscore_r,bertscore_f1
wrime_29573,もう疲れた、眠い、身体がくたくたです。不安が多いし、苦しいと思っています。でも、投げ出したくないから、走るしかないのかな。誰でもいい、必要とされたら生きていけると思います。,neg,-1,-2,71,train,もう疲れた、眠い、本当に身体がくたくただよ。不安が多過ぎるし、苦しいなって思う。でも投げ出したくないから、走るしかないのかな。誰でもいい、必要とされたら生きていける。,0.93997645,0.9397672,0.93987185
wrime_9094,どうして、月曜日は図書館に行きたくなるのか。それは、一週間の始まりで、新しいことを学びたいと思うからです。そして、月曜日は休館日であることが多いのは、多くの人が休みを取るためです。,neu,0,-1,13,train,どうして月曜日は図書館に行きたくなるのか。そしてなぜ月曜日は休館日なのか。,0.8028636,0.92654204,0.8602804
wrime_12902,学校に早く行く準備をしましょう。いざとなったら学校に行かなくても、アニメイトに行きましょう。とにかくアニメイトには行かないと、月曜日に間に合いません。,neu,0,2,18,train,早く学校に行く準備しよ…。いざとなったら学校に行かずにアニメイト行こ。とにかくアニメイトだけには行かねば月曜日に間に合わぬ。,0.86540365,0.8649152,0.8651594
wrime_21486,人事部長との面談で、「思い出したら腹立ってきたな」と言われたことがあります。,neg,-1,0,45,train,人事部長との面談で言われた事思い出したら腹立ってきたな,0.87333584,0.9146378,0.8935098
wrime_3299,毎日、残業をしています。,neg,-1,-1,6,train,毎日残業コースでございます。。,0.8488307,0.87289464,0.8606945
wrime_18153,急いでください。,neg,-1,-1,30,train,いそげ〜,0.60589635,0.6642458,0.6337308
wrime_5995,メガネをかけたもちもちのキャラクターがとてもかわいいです。,pos,2,1,9,train,メガネもっちーめちゃかわなんだが,0.7265845,0.72735614,0.72697014
wrime_8802,もう一度寝たいです。,neu,0,0,13,train,二度寝したいでおま,0.7339173,0.73418224,0.7340497
wrime_24810,マックブックを初期化しているんですが、何かミスったみたいです。うーん。,neg,-2,0,59,train,MacBook初期化してんだが、どこかミスったみたいだ。うー。,0.88845104,0.89184,0.8901422
wrime_6075,ナイロンの漫画は、ギャグ漫画ですね。購入します。,neu,0,-1,9,train,nylonのやつはギャグマンガだなと思って購入しますね,0.8564519,0.81147295,0.83335596
wrime_7111,3時間後には、死んでも生きていても、終わります。,pos,1,0,11,train,死んでも死ななくても3時間後には終わってるはず,0.8536893,0.87972486,0.8665116
wrime_24623,バーガーキングに行くつもりでしたが、店先で気が変わりました。,neu,0,0,59,train,バーガーキングが目的だったのに店先で気が変わってしまった。,0.85481876,0.8365101,0.8455653
wrime_7442,松阪市で、すぐに入ることができるんですけど、距離が遠いですね、、、という感じです。,neg,-1,-1,11,train,松阪市でやってたら即入るんだけど距離がなあ、、って感じ,0.809065,0.82975113,0.8192775
wrime_15525,朝5時に起きることはできないし、作り置きをしたことはないし、洗濯は週3回、掃除は気が向いたらするので、ワーキングマザー界では怠け者と言えるかもしれません。そういう意味では、間違っていない気もします。,neg,-1,-1,21,train,ま、5時には起きられないし、作り置きなんてしたこともないし、洗濯は多くて週3、掃除は気が向いたら、なのでワーママ界では怠け者なのかもしれない。あながち間違ってない気もするね…,0.87308097,0.8622331,0.86762315
wrime_1596,やっぱり、自分でデッキを作るのは苦手です。アレンジするのは得意なんですけどね。,neu,0,-2,4,train,やっぱ自分でデッキ作るのは苦手だわ。アレンジするのは得意なんだけどな,0.91494995,0.9274336,0.92114943
wrime_8865,この「キタコレ天才的に美味」という表現は、「とても美味しい」という意味です。 「キタコレ」は「これは」という意味で、「天才的に」は「とても」という意味です。 「美味」は「美味しい」という意味です。 ですので、「キタコレ天才的に美味」は「これはとても美味しい」という意味になります。,pos,2,2,13,train,キタコレ天才的に美味,0.65368515,0.81661576,0.7261229
wrime_23436,子供の頃、初めてロングフックショットを手に入れた時、「今まで大切に使ってきたフックショットはどこにやったの......?」とショックを受け、3日くらい熱出して寝込んでいた。,neg,-1,-1,58,train,子供の頃初めてロングフックショットを手に入れた時に「今まで大切に使ってきたフックショットはどこにやったの.....?」ってショックを受けて3日くらい熱出して寝込んでた,0.94855034,0.9570181,0.9527654
wrime_34277,あれ、夜に殺すな、も聞いたことあるな？クモの扱い。 (「あれ」は「あの」、「夜に殺すな」は「夜に殺すな」、「も聞いたことあるな」は「も聞いたことがあるな」、「クモの扱い」は「クモの扱い」と書き換えました。,neu,0,1,79,train,あれ、夜に殺すな、も聞いたことあるな？クモの扱い。,0.79437447,0.8994933,0.84367216
wrime_22276,すっかりAppleペンシルを買うのを忘れてたわ。,neg,-1,0,48,train,すっかりAppleペンシル買うの忘れてたわ ,0.89008164,0.92724967,0.9082856
wrime_5992,メレンゲを流れるように見ます。,neu,0,1,9,train,時間ないので流れるようにメレンゲ見ますね,0.8547541,0.80264914,0.8278826
wrime_33890,頭が痛いです。微妙に寝不足なのかもしれません。,neg,-1,-2,79,train,頭が痛い…なんか微妙に寝不足なんだろうな,0.83964676,0.8492173,0.84440494
wrime_8392,ハイマウントは、一度食べると病気になるということはありません。,neg,-1,1,12,train,ハイマウント一度食べたら病気じゃない？？無理じゃない？？？,0.7487574,0.739804,0.7442538
wrime_1307,マニュアルを作りましょう。 # 目的。,neu,0,-1,2,train,マニュアルでも作るか……,0.78488153,0.7324724,0.75777185
wrime_12044,先輩は、合宿は剣道、肝臓、ネタ力の3つをバランスよく鍛える場だと言っています。,pos,1,1,17,train,先輩曰く、合宿は剣道・肝臓・ネタ力の３つをバランスよく鍛える場らしい。,0.89251447,0.9338566,0.91271764
wrime_3343,カタバミとオキザリスの物語 カタバミとオキザリスは、同じ学校に通う友達でした。ある日、オキザリスはカタバミのとあるシーンを見ました。そのシーンは、カタバミが何かを頑張っているようでした。オキザリスは、そのシーンを見て、「カタバミお姉ちゃん」と呼ぶようになりました。 オキザリスは、カタバミの頑張りを見て、「カタバミお姉ちゃん」と呼ぶようになりました。カタバミは、オキザリスの呼び方に、とても喜びました。 この物語は、カタバミとオキザリスの友情を描いています。カタバミは、オキザリスの呼び方に、とても喜びました。オキザリスは、カタバミの頑張りを見て、「カタバミお姉ちゃん」と呼ぶようになりました。この物語は、カタバミとオキザリスの友情を描いています。,pos,1,-1,6,train,カタバミのとあるシーンを見たオキザリスが「カタバミお姉ちゃん」と呼ぶようになるまでのお話を描きたい,0.7366591,0.83120996,0.7810836
wrime_9025,自分で考えて、あれこれ考えて、考えすぎて、混乱して、投げやりになって、一度離れて、少し落ち着いたら、散らかった考えを整理してみたら、答え以外はゴミみたいに思える時がある、不思議なこと。,neg,-1,1,13,train,自分で考えて、考えて考えて考えすぎて前後不覚になって、投げやりになって一旦離れて、少し落ち着いてから散らかしっぱなしの思考を見直したら答え以外ゴミじゃないかって時がある不思議な。,0.8591685,0.8574018,0.8582842
wrime_13200,ごろーくんが、清水さんと家族をつくり、幸せそうです。私の胸は、いっぱいです。ああ、良いですね、良いですね。,pos,2,2,18,train,ごろーくんが清水さんと家族をつくって幸せそうで、私の胸がいっぱいだよー。あー、良い！良い！,0.8922802,0.8972676,0.8947669
wrime_23675,非線形の問題は、計算が面倒なので避けたいです。,neg,-1,-1,58,train,非線形は最適化計算が面倒なので避けたい,0.85977143,0.8916957,0.8754426
wrime_16672,明日から働く友達の引っ越しを、急に手伝うことになりました！ 人の引っ越しを手伝うのは、とても楽しいし、応援したくなります。,pos,2,2,22,train,"明日から働き始める友達の引っ越しを急遽手伝うことになった！
人の引越し手伝いで車を出すのはとても楽しいし応援したくなるでよ",0.88784575,0.8707314,0.8792053
wrime_11832,神戸に来て、2週間が経ちました。今、膝に違和感を感じます。,neg,-1,-1,17,train,神戸来て2週間ちょっと経ちましたが、そろそろ膝に違和感を感じます。( _・ω・_ ),0.91342956,0.8022926,0.8542616
wrime_12315,人と話すことで、心が軽くなることはよくあります。,pos,1,1,17,train,人に話すことで気持ちが楽になることはよくある。,0.8998947,0.9090191,0.9044339
wrime_22510,一人で美術館や映画館に行くと、「ああ、綺麗だったな」「面白かったな」と、心にしみこませたいです。,pos,1,1,49,train,一人で美術館とか映画とかフラ〜っと行ってああ綺麗だったな…面白かったな…って噛みしめたい,0.7660068,0.7652421,0.7656243
wrime_8803,さっき、コンタクトレンズを外そうとして、久しぶりに目の端に大きくズレて、左目だけ真っ赤になり、左側からだけ鼻水が出て、痛くて泣きました。この時は、とても寂しいと思います。,neg,-2,-2,13,train,さっきコンタクト外そうとして久しぶりに目頭側に盛大にズレて、左目だけ真っ赤にして左側からだけ鼻水垂らして痛くて号泣した。こういう時は最高に寂しいなと思う。,0.88487935,0.87688327,0.88086313
wrime_14283,コミケ、中止になるかもしれないですね。仕方ないですね。,neg,-1,0,19,train,コミケ中止かーーーまぁそうだよね仕方ないね…,0.8052605,0.7781737,0.7914854
wrime_21824,たけしと、戦いましょう。,pos,1,1,45,train,たけし俺と戦え,0.8170125,0.8356779,0.82623976
wrime_31699,多くの曲は、聴き放題サービスで聴くことができます。 リアルの中古ショップは、聴き放題サービスにはない魅力で差別化する必要があります。そうしないと生き残れません。 差別化の一つがレコードです。 レコードは利益率が高く、聴き放題サービスにはない音域で勝負できます。メリットがあるかもしれません。,neu,0,0,76,train,"大部分の曲は、聴き放題サービスで聴くことができるようになった。

リアルの中古ショップは、聴き放題サービスにはない魅力で差別化をはかる必要がある。そうしないと生き残れない。

差別化の一つがレコード。
利益率も高く、聴き放題サービスにはない音域で勝負できるので、メリットがあるのかも。",0.92278045,0.92290086,0.92284065
wrime_25031,今夜、おそ松さんが見られるはずです。ロボットがどう絡むのか、今からワクワクしています。,pos,1,1,59,train,こっちは今夜おそ松さんが見れる（はずな）のでもう今からワクワク、あのロボットがどう絡むんだろう？,0.8427165,0.8214884,0.8319671
wrime_21360,もう9年前に、きれいで深いパーティを公開したんですね。,neu,0,1,45,train,深く美しいパーティの公開からもう9年経ってるってマジかよ,0.79234946,0.7921049,0.7922272
wrime_1543,久しぶりに、真面目にデッキを考えている。,pos,1,1,4,train,ひさびさに真面目にデッキ考えてる,0.800879,0.8118069,0.80630594
wrime_30900,今日もテゴを中心に、ジュニアの気分でWonderを聴きながらプランクをしましょう！。,pos,1,2,74,train,さてさて今日もテゴを中心としたJr.気分でWonder流しながらプランクしよう！！,0.8574971,0.83590645,0.8465642
wrime_16638,食事を油脂に気をつけて食べると、お腹いっぱい食べても必要なカロリーを取りにくくなるということです。 食事を制限すると、おっぱいから減るらしいので、やめていただきたいです。,neg,-1,0,22,train,"脂質に気をつけた食事にしたら、腹一杯食べても必要カロリー取るの難しくない？ってなってる。
食事制限したらおっぱいから減るらしいからやめてほしい",0.81648374,0.83902055,0.82759875
wrime_6895,意外と字がうまい」とよく褒められるんですが、「意外」というのは、「予想外」という意味です。,neu,0,1,11,train,意外と字がうまいってよく褒められるんだけど、意外ってなんだ意外って,0.7995625,0.834366,0.8165936
wrime_30524,フラミンゴは、てごし派です。,pos,1,1,74,train,てごし派のフラミンゴｗｗｗｗｗｗｗ,0.87244445,0.8570702,0.86468905
wrime_7012,起きるのが苦手なので、ずっと寝ていたいと思っています。,neg,-1,-1,11,train,起きるの苦手だからずっと眠ってたい??,0.7531658,0.80435926,0.7779212
wrime_24022,そんなに勉強したことない人でも、日本語を簡単に勉強できる方法があります。 1. 漢字を簡単にする。 2. ひらがなを多く使う。 3. 文法を簡単にする。 4. 日常会話を練習する。 これらの方法を使えば、初心者でも日本語を上手に話せるようになります。,neg,-1,0,58,train,そんなに勉強したことない,0.6194422,0.83764756,0.71220636
wrime_3015,今のうちに、転職を決めてしまいましょう。,pos,1,1,6,train,今のうちに転職決めてしまおう,0.8558681,0.89708924,0.875994
wrime_32056,自分の話をしないで、他のことについて話すと、恥ずかしくないかもしれない。 自分の話をするから、恥ずかしいのかもしれない。 そんなことを考えた。,neu,0,0,76,train,"自分語りをせず、自分語り以外の物事について語れば、恥ずかしくないのかもしれない。

自分語りをするから恥ずかしいのかもしれない。

そんなことを考えた。",0.93433666,0.9284237,0.93137085
wrime_18489,10万円を、みんなにあげるって、普通に嬉しいです。,pos,1,2,33,train,全員に一律10万円支給って、普通に嬉しいわ。,0.89523536,0.8748459,0.8849232
wrime_30672,それにしても、テゴマスが千鳥にはまるのは、だいぶゆっくりですね。,pos,1,1,74,train,それにしてもテゴマスが千鳥にはまるのだいぶゆっくりだなw,0.9059211,0.9195704,0.91269475
wrime_11991,お腹がとても痛くて、原因がたくさん思い当たるので、心配です。,neg,-1,-1,17,train,むっちゃお腹壊してるんだけど、原因として思い当たる節が多すぎてやばい。( _・ω・_ ),0.80509245,0.7120814,0.75573593
wrime_16105,最近、お腹が少し変な感じがする日があります。その日は、大体イブクイック頭痛薬を2回以上飲んでいることに気づきました。つまり、胃が疲れているんですね。痛みを感じたら、食べ物がなくても普通に飲みます。クイックだけに、効き目が早くて重宝していますが、副作用もクイックなのかもしれません。,neg,-1,-1,21,train,最近そこはかとなく気持ち悪い日があって、その日は大体イブクイック頭痛薬を2回以上飲んでることに気づいた。つまり胃がやられてるんだね。痛みを感じたら胃に食べ物なくても普通に飲むしな。クイックだけに効き目が早くて重宝してるけど副作用もクイックなのかも。,0.86094135,0.87943476,0.8700898
wrime_24851,もう一つ仕事を終えました。原稿が返ってきたので、一行追加してくださいと。少し横になりたいです。思うように書けないと、モヤモヤします。趣味の方。,neg,-1,0,59,train,もう一つ仕事したよ。原稿帰ってきたので、一行足してくれと。ちょっと横になろうー。思うように書けないとモヤモヤする。趣味の方。,0.87880474,0.8940362,0.886355
wrime_33840,鳥取券申し込みました。店舗に直接連絡した方がいいんでしょうか。,neu,0,0,79,train,とっとり券申し込みましたって、店舗に直接連絡しといた方がいいんでしょうか。,0.94536126,0.89266366,0.91825706
wrime_25374,ここが野球のアカウントなら、たけしょファンに噛みつかれたのかもしれません。知らないけど。野球のアカウントは、過激で、何か起きると、相手がアカウントを消すまで追い詰めていますね。,neg,-1,0,59,train,ここが野球垢ならたけしょファンに噛みつかれたのだろうか。知らんけど。野球垢は過激で、何事か起こると相手が垢消しするまで追い詰めてますね。,0.8719508,0.89124006,0.88148993
wrime_9392,今月の電気代は高いです。,neg,-1,-1,13,train,今月の電気代高っ,0.827682,0.85712767,0.8421475
wrime_2595,僕と、年賀状を交換しましょう！。,pos,1,1,6,train,僕と契約して年賀状交換しようよ！,0.895146,0.88680905,0.8909581
wrime_24768,クリックポストに応募したものは、すべてクリックポストにしています。しかし、ログがないものもあります。,neg,-1,0,59,train,どこに応募したかわからなくなるので全てクリックポストにしているのだけど、ログのないものもあり。,0.87559783,0.8237559,0.84888613
wrime_16979,9月19日は、重要な日です。,neu,0,2,26,train,9月19日の方が重要なんだろうな？,0.825264,0.7763947,0.8000838
wrime_21515,この感じなら、ロリンチの2体目を狙った方が良いかもしれません。,neu,0,2,45,train,キアラこの感じならロリンチ2体目狙った方が良いかなぁ,0.82839423,0.8686212,0.84803087
wrime_32243,コロナ関連の詐欺メールに注意！。,neu,0,-1,76,train,"気づいたらコロナ関連の詐欺メールが届いてた(・・;)

皆さんもご注意を！",0.90367126,0.73862416,0.8128543
wrime_18540,昨夜、夫は、話を始めた時、義父が、「もう行かないから！」と、拗ねたような雰囲気で、話にならなかったそうです。義母は、まだ話せたそうですが、夫は、私たちが思っていることを、全て伝えてくれた様子です。義両親は、寝付けなかったのか、夜中まで掃除している音が、聞こえてきました。(私は、胃痛で、なかなか眠れませんでした。,neg,-1,-2,34,train,昨夜、話始めから義父が拗ねて「だったらもう行かないから！」みたいな雰囲気で話にならなかったらしい。義母はまだ話せたらしいけど、夫はめげずにこちらが思ってることは全て伝えてくれた様子。義両親は寝付けなかったのか、夜中まで掃除してる音が。(私は胃痛でなかなか眠れず),0.89329576,0.9134439,0.90325755
wrime_8654,外から、口笛が聞こえるんです。とても上手で、感動しています。,pos,1,1,13,train,外から口笛が聞こえるんだけど、冗談みたいに上手いからこっそり感動している。,0.89258283,0.84368503,0.8674454
wrime_33666,観光電車や特急列車には、そういうのがあまりありません。ちょっと贅沢なご飯を食べられる観光列車で、相席になると、その場限りの会話を楽しむこともできます。しかし、たまにいろいろ「自慢」したい人がいるので、めんどくさいです。 文末は日本語の句点「。」で終えてください。,neg,-1,1,79,train,観光電車や特急列車には、そういうのがあまりなく。ちょっと贅沢なご飯を食べられる観光列車で相席なんかになると、その場限りの会話を楽しむこともできる。だけど、たまにいろいろ「自慢」したい人がいるのでめんどくさいです。,0.9018815,0.9563042,0.92829585
wrime_32015,高校生にTikTokを使うことについて、議論の余地があるという意見もあるようです。 しかし、今現在TikTokを使っている人たちが、将来社会人になるという点は、見逃すことはできないと考えています。 強力なライバルとなる可能性があるからです。,neu,0,0,76,train,"高校生にTikTokをやらせるのはどうなの？という意見もあるかと思う。
そこは議論の余地があるかも。

だけど、今実際にやっている人が社会人になる点は、受け止めなければなと思っている（強力なライバルになりそう）。",0.83884716,0.83147585,0.83514524
wrime_28498,フィネのヒゲを期待して、売り場として見ていた場所でツッコミ買いをしました。その結果、まだ日次でマイナスになっています。,neg,-1,-1,66,train,フィネのヒゲに期待して売り場として見てた場所でツッコミ買いしたのはめちゃくちゃ反省してる　おかげでまだ日次マイナス.....,0.8529497,0.82379276,0.8381177
wrime_9049,今朝は、とても寝たかったです。,neu,0,1,13,train,今朝は猛烈に二度寝がしたかったのです,0.8478856,0.77037215,0.80727243
wrime_18211,9月16日の練習会ですが、定員になりましたので、募集を締め切ります。,neu,0,2,31,train,9/16の練習ですが、定員いっぱいになりましたので、募集締め切ります。,0.9307326,0.9399689,0.9353279
wrime_8314,鴨川で、ホルモーの撮影をしている風景は、シュールですね。,neu,0,0,12,train,鴨川ホルモーの撮影風景シュールすぎでしょ,0.8210997,0.8456688,0.83320314
wrime_30579,少プレ待機して、□♡▽○。,pos,1,1,74,train,少プレ待機〜□♡▽○,0.870476,0.9045899,0.8872051
wrime_18796,カリガリとたつろーきた。,neu,0,0,35,train,カリガリとたつろーきた〜,0.97004294,0.97004294,0.97004294
wrime_31683,人生は、前に進むことしかできないから、辛いこともあるけど、頑張っていくしかないんだ！。,pos,1,1,76,train,"人生は不可逆的。

辛いことも沢山あるけど、前にしか進めないから頑張るしかないぜ！",0.87738276,0.847592,0.8622301
wrime_29637,会社に行くのがつらいんだね。,neg,-2,-2,71,train,"いじられてるんじゃない
きっと本当に嫌われているんだな
笑えなくなっちゃった。
会社行くの辛いなぁ",0.8119029,0.7080422,0.75642407
wrime_31694,ブログで1位を取るのは難しいです。1枠しかないからです。 どこかのタイミングで指名検索されるようにしなければなりません。 名前は短い方が良いです。単語+数字の組み合わせは文字を入力するのが面倒です。,neu,0,0,76,train,"ブログで上位1位を取るのは難しいし、そもそも1枠しかない。

どこかのタイミングで指名検索されるようにしなければならないのかも。

となると、名前は短い方が良い。

単語+数字の組み合わせだと、文字を入力するのが面倒な気がすると思うのは僕だけか(;´・ω・)！？",0.9236797,0.8430466,0.8815232
wrime_25109,他の地域のイオンは、日本語に堪能な人にとっては問題ないでしょう。,neu,0,0,59,train,他の地域のイオンはスルー案件だろうね。,0.7620147,0.8703312,0.8125793
wrime_24128,もうすぐラブライブの映画を見てもいい時期ですね。,pos,1,0,58,train,そろそろラブライブの映画見てもいい頃な気がしてきた,0.85342234,0.7802022,0.81517136
wrime_28864,毎月10万円を持株会に入れていると、同期に大笑いされた。,neg,-1,1,66,train,持株会で毎月10万突っ込んでるって言ったら同期にめっちゃ笑われた,0.8104479,0.78707206,0.79858893
wrime_3417,ブログを書くと、役に立つ情報を発信できます。 困っている人を助けることができます。 さらに、アドセンスを貼ると、毎日記事を更新しなくても、少しだけ収益が入ります。 こんなに良いことがたくさんあるのに、どうしてみんなやらないんだろうか？。,pos,1,1,6,train,"ブログやると、有益な情報を発信できる。
困っている人の手助けができる。
そしてアドセンスを貼れば、毎日記事を更新しなくても少しだけど収益が入る。
こんな良いことずくめなのにどうしてみんなやらないんだろうか？",0.9028861,0.90774155,0.9053073
wrime_30721,この「ビジュ」はとてもきれいですね！。,pos,1,2,74,train,:(っ’ヮ’c):ビジュ最高じゃねえか…,0.7961626,0.72967774,0.76147175
wrime_32280,久しぶりに商店街に行ったら、店頭販売とテイクアウトが増えていた。,neu,0,0,76,train,久々に商店街に行ったら店頭販売とテイクアウトが充実していた,0.91114914,0.9342483,0.92255414
wrime_3251,もうすっかり新しい土地での生活に慣れました。徒歩圏に安い定食屋や牛丼屋がないことと道が狭いこと以外、不満はありません。,neu,0,1,6,train,もうすっかり新しい地での生活に慣れた。徒歩圏に安い定食屋や牛丼屋がないことと道が狭いことを除けば不満はない,0.9249455,0.941459,0.93312913
wrime_21437,ナランハにいると思って店舗に入ったら、スピナーが8億人いて、椅子から転げ落ちたね。,pos,1,1,45,train,ナランハにいるのテトラ君くらいかな?と思って店舗入ったらスピナー8億人いて椅子から転げ落ちたね,0.91993237,0.88022053,0.8996384
wrime_996,そんだけでっぱりんは、マジで強いんですけど、エゴサか何かででっぱりん本人に捕捉されて、髪の毛どうしたん... と、驚きました。,neg,-1,0,2,train,そんだけでっぱりんはマジで強いんだけどエゴサか何かででっぱりん本人に捕捉されて驚いた 髪の毛どうしたん… ,0.92585766,0.9536269,0.93953717
wrime_17820,お仕事をしたいです。,neg,-1,-2,30,train,お仕事したくい,0.6996008,0.7008066,0.7002032
wrime_2706,魔理沙の下書きは、手で書こう。デジタルで書くと時間がかかりすぎる。,neu,0,1,6,train,魔理沙の下書きはアナログでやろう。デジタルだと時間がかかり過ぎる,0.89328074,0.91516936,0.90409255
wrime_12502,最高です！。,pos,2,2,17,train,最高！,0.83817184,0.8786558,0.8579365
wrime_13318,この顔、かわいいです！。,pos,1,2,18,train,(‾・ω・‾) ←この顔、可愛い！,0.87066084,0.7299947,0.7941469
wrime_23794,何も言わなかったら、23時間も働き続ける可能性があった。,neg,-1,-1,58,train,何も言わなかったらうっかり23時間勤務になっていた可能性があった,0.86916006,0.8318099,0.8500749
wrime_22573,えびもにゅいも、手で星をつくっているの、めちゃかわいいですね！。,pos,2,1,49,train,えびもにゅいも手で星つくってんのめちゃかわじゃない？,0.8485545,0.86804414,0.8581887
wrime_28497,利確して、少し休憩しましょう。 ポジショニングを軽くしなくても大丈夫でしたね。,neu,0,0,66,train,S利確して休憩　ポジ軽くしなくてもよかったな,0.8077316,0.87323076,0.83920515
wrime_19758,ゴジラは、ゴジラです。,neu,0,0,38,train,ゴジラ ゴジラ ゴジラはゴジラ,0.7926749,0.85662174,0.82340866
wrime_34530,無利子で返済した分だけ、元金が減るのは、なんかわからんけど、気分は良いです。,pos,1,2,79,train,無利子で返済した分だけ元金が減るのってなんかわからんけど気分は良い,0.92233336,0.95883656,0.9402308
wrime_24553,通販で注文したものが届きました！待っていました！。,pos,1,2,59,train,やっと通販きたー！待ってたー！,0.71446764,0.7653864,0.739051
wrime_12036,レポートを書き終えました。,pos,1,1,17,train,ついにレポートを出し終えた。,0.85534954,0.8638267,0.8595672
wrime_23175,アホかと！」は、「何を言っているんだ！」という意味です。,neg,-1,-1,55,train,アホかと！,0.69893456,0.87940675,0.7788528
wrime_16760,函館UCから2年になります。あのライブは最高でした。,pos,1,1,22,train,函館UCから2年か〜〜〜！あれは最高のライブだったな。,0.86102295,0.8154004,0.83759093
wrime_28165,SFDbot が販売を開始すると、SFD ゲームは終わりと思われるかもしれません。しかし、強欲なパラメータ設定により、カモられ続けるプレイヤーもいるため、面白い状況が続きます。,pos,1,1,66,train,SFDbot販売の流れが来たらSFDゲームはおしまいかと思いきや強欲なパラメータ設定でカモられ続けるプレイヤーもいたりして面白い,0.8011306,0.8374811,0.8189026
wrime_16029,しかし、毎年夏になると、体調が悪くなりがちです。いろいろな病気に悩まされましたが、秋になると元気になり、冬になると治ります。でも、寒くなるとお腹が痛くなったり、しもやけになったりしますが、夏に比べたらずっとマシです。,neg,-1,0,21,train,しかし、毎年のことながら夏場はほんと体調が悪い。あらゆる病（疑い）たちに翻弄されたが、秋になったら軽快して冬になったら治ったよね。ここからまた寒くなるとお腹壊したりしもやけになったりはするけども、夏に比べたら数段マシ。,0.86283195,0.8268238,0.84444416
wrime_21416,パチンコをやったことがあります。目押しが怖いからです。,neu,0,2,45,train,目押しが怖くてパチンコしかやったことない,0.83793724,0.85727346,0.8474951
wrime_14390,今日、「ビリギャル」という映画を見ました。とてもいい話で、有村架純さんがとてもかわいいです！もう一度見たいと思います！。,pos,1,1,19,train,今日ビリギャル観ただけどめっちゃくちゃいい話だし有村架純が激カワすぎてまた観たい〜！！！,0.76101995,0.7835118,0.77210206
wrime_8353,おばあさんは、チャイティーラテと抹茶ラテが大好きです。,pos,1,1,12,train,チャイティーラテと抹茶ラテだいすきおばさん,0.8395261,0.8644683,0.8518147
wrime_13112,ボーッとしていると、心がリラックスして、今、睡魔がすごく来ています。,neu,0,1,18,train,ボーッとホモみてたら、気持ちがリラックスしたようで…、今睡魔凄い！,0.8370042,0.8236221,0.83025926
wrime_14017,午前中、眠いから、お昼寝をするつもりでした。でも、今、家を出たら、鳥肌がすごいし、寒気がしています。だから、普通に具合が悪いです。仕事に行きたくないです。でも、行くけど。,neg,-1,-1,19,train,午前中眠いからお昼寝のためにおさぼりしたつもりだったんだけど今家を出たら鳥肌すごいし寒気がしてるから普通に具合悪いやん。仕事行きたくねー行くけど,0.83446836,0.84786457,0.8411131
wrime_18067,ブラック」という言葉は、「普通」という意味では使いません。 # 入力 「ブラック」という言葉は、「普通」という意味では使いません。 # 作業 上の「入力」を、「ブラック」という言葉を「普通」という意味で使わないように平易化します。 # 出力 「「ブラック」という言葉は、「普通」という意味では使いません。,neg,-1,-2,30,train,ブラックなら普通って思っちゃダメだし,0.5910293,0.68240845,0.63344026
wrime_8609,さっき、久しぶりに縄跳びをしました。二重跳びが普通にできて、ちょっと嬉しかったです。スタミナはすぐ切れました。,pos,1,1,13,train,さっきひさしぶりに縄跳びやったけど、二重跳びが普通にできてちょっと嬉しかった。スタミナすぐ切れたけど。,0.9219427,0.9315225,0.92670786
wrime_30110,仕事に行くのは、逃げたい気持ちを我慢して、何もかも忘れて眠りたいと思っているのです。,neg,-1,-2,71,train,逃げちゃいたい気持ちをぐっと堪えて仕事に向かうのです  何もかも忘れて眠りたい。,0.8545383,0.84291923,0.848689
wrime_8292,無印良品のチャイがとても美味しいので、そこらへんの食品スーパーにも無印良品がたくさんあると嬉しいです。,neu,0,0,12,train,無印良品のチャイがうますぎるのでそこらへんの食品スーパーレベルで無印良品が点在してくれないと困る,0.8571339,0.8653424,0.86121863
wrime_17819,尊敬しています。,neu,0,-2,30,train,尊敬するわ,0.77319276,0.80421793,0.78840023
wrime_14482,最近、「やりたくない仕事をしてもボーナスがもらえる会社に勤める方が将来のためになる」と思っていたけど、別にそうでもないかもしれない、自分にとって疲れなくてストレスフリーな生き方をしてもいいのかなって、ホッとした。,pos,1,0,19,train,ここ数年は「やりたくない仕事をしてでもボーナスもらえる会社に勤めた方が将来のためになる」と思ってたけど、別にそうでも無いかなぁ、自分にとって疲れなくてストレスフリーな生き方をしてもいいのかなって気楽な気持ちになれてホッとしたー,0.9380103,0.916981,0.92737645
wrime_15981,お父さんと子供3人で遊びに行くことにしました。お父さんは、子供たちと遊びたかったけど、知らんぷりしていました。あとで、冷静に話そうと思います。,neg,-1,-1,21,train,静かに怒っているので、父子3人で遊びに行かせた。一緒に来て欲しそうだったけど知らんぷり。あとで冷静に話そう。,0.80392236,0.8439106,0.8234313
wrime_34189,パングラタンは、おいしそうです。,pos,1,2,79,train,パングラタンおいしそう,0.82082164,0.8883997,0.85327476
wrime_31573,テレビは、NHKにお金を払うから、民放も含めて、無料で観れるわけではなく、月額課金型です。,neu,0,-1,76,train,"【テレビ】

テレビはNHKへの支払いがあるため、いわば、民放も含めて、無料で観れているわけではなく、月額課金型なんですよね^^;",0.9172694,0.8593857,0.8873846
